Date,nino34,nino3,nino4,iod,soi,nino34_lag1,nino34_lag2,nino34_lag3,nino3_lag1,nino3_lag2,nino3_lag3,nino4_lag1,nino4_lag2,nino4_lag3,iod_lag1,iod_lag2,iod_lag3,soi_lag1,soi_lag2,soi_lag3,nino34_roll3,nino3_roll3,nino4_roll3,iod_roll3,soi_roll3,future_nino34
1989-02-01,-1.47,-0.96,-1.53,-0.045,1.2,-1.97,-1.96,-2.05,-1.44,-1.61,-1.67,-1.72,-1.77,-1.73,-0.281,0.156,-0.183,1.5,1.2,1.7,-1.8000000000000007,-1.336666666666667,-1.6733333333333331,-0.0566666666666665,1.3000000000000005,-1.21
1989-03-01,-1.21,-1.01,-1.16,-0.319,1.1,-1.47,-1.97,-1.96,-0.96,-1.44,-1.61,-1.53,-1.72,-1.77,-0.045,-0.281,0.156,1.2,1.5,1.2,-1.5500000000000007,-1.1366666666666667,-1.47,-0.21499999999999986,1.2666666666666673,-1.08
1989-04-01,-1.08,-0.86,-1.01,-0.48,1.6,-1.21,-1.47,-1.97,-1.01,-0.96,-1.44,-1.16,-1.53,-1.72,-0.319,-0.045,-0.281,1.1,1.2,1.5,-1.253333333333334,-0.9433333333333335,-1.2333333333333334,-0.28133333333333316,1.3000000000000005,-0.88
1989-05-01,-0.88,-0.83,-0.79,-0.594,1.2,-1.08,-1.21,-1.47,-0.86,-1.01,-0.96,-1.01,-1.16,-1.53,-0.48,-0.319,-0.045,1.6,1.1,1.2,-1.0566666666666673,-0.9,-0.9866666666666667,-0.4643333333333331,1.3000000000000007,-0.59
1989-06-01,-0.59,-0.32,-0.92,-0.78,0.7,-0.88,-1.08,-1.21,-0.83,-0.86,-1.01,-0.79,-1.01,-1.16,-0.594,-0.48,-0.319,1.2,1.6,1.1,-0.8500000000000005,-0.67,-0.9066666666666667,-0.6179999999999999,1.1666666666666672,-0.57
1989-07-01,-0.57,-0.45,-0.85,-0.447,0.9,-0.59,-0.88,-1.08,-0.32,-0.83,-0.86,-0.92,-0.79,-1.01,-0.78,-0.594,-0.48,0.7,1.2,1.6,-0.6800000000000006,-0.5333333333333335,-0.8533333333333334,-0.6069999999999999,0.9333333333333339,-0.53
1989-08-01,-0.53,-0.4,-0.77,-0.321,-0.3,-0.57,-0.59,-0.88,-0.45,-0.32,-0.83,-0.85,-0.92,-0.79,-0.447,-0.78,-0.594,0.9,0.7,1.2,-0.5633333333333339,-0.3900000000000001,-0.8466666666666667,-0.5159999999999999,0.43333333333333396,-0.3
1989-09-01,-0.3,-0.3,-0.5,-0.225,0.5,-0.53,-0.57,-0.59,-0.4,-0.45,-0.32,-0.77,-0.85,-0.92,-0.321,-0.447,-0.78,-0.3,0.9,0.7,-0.46666666666666723,-0.38333333333333347,-0.7066666666666667,-0.33099999999999985,0.3666666666666673,-0.4
1989-10-01,-0.4,-0.4,-0.45,-0.412,0.8,-0.3,-0.53,-0.57,-0.3,-0.4,-0.45,-0.5,-0.77,-0.85,-0.225,-0.321,-0.447,0.5,-0.3,0.9,-0.4100000000000006,-0.36666666666666686,-0.5733333333333334,-0.3193333333333332,0.3333333333333339,-0.45
1989-11-01,-0.45,-0.59,-0.54,-0.338,-0.2,-0.4,-0.3,-0.53,-0.4,-0.3,-0.4,-0.45,-0.5,-0.77,-0.412,-0.225,-0.321,0.8,0.5,-0.3,-0.3833333333333339,-0.43000000000000016,-0.49666666666666665,-0.3249999999999999,0.3666666666666673,-0.13
1989-12-01,-0.13,-0.38,-0.12,-0.167,-0.5,-0.45,-0.4,-0.3,-0.59,-0.4,-0.3,-0.54,-0.45,-0.5,-0.338,-0.412,-0.225,-0.2,0.8,0.5,-0.32666666666666727,-0.4566666666666668,-0.36999999999999994,-0.30566666666666653,0.03333333333333397,0.01
1990-01-01,0.01,-0.29,0.16,-0.099,-0.1,-0.13,-0.45,-0.4,-0.38,-0.59,-0.4,-0.12,-0.54,-0.45,-0.167,-0.338,-0.412,-0.5,-0.2,0.8,-0.1900000000000006,-0.42000000000000015,-0.16666666666666666,-0.20133333333333323,-0.26666666666666605,0.21
1990-02-01,0.21,0.01,0.38,-0.289,-1.8,0.01,-0.13,-0.45,-0.29,-0.38,-0.59,0.16,-0.12,-0.54,-0.099,-0.167,-0.338,-0.1,-0.5,-0.2,0.029999999999999406,-0.2200000000000001,0.14,-0.18499999999999983,-0.7999999999999994,0.04
1990-03-01,0.04,-0.28,0.31,-0.143,-0.4,0.21,0.01,-0.13,0.01,-0.29,-0.38,0.38,0.16,-0.12,-0.289,-0.099,-0.167,-1.8,-0.1,-0.5,0.08666666666666607,-0.18666666666666676,0.2833333333333334,-0.17699999999999982,-0.766666666666666,0.08
1990-04-01,0.08,-0.1,0.12,-0.385,0.2,0.04,0.21,0.01,-0.28,0.01,-0.29,0.31,0.38,0.16,-0.143,-0.289,-0.099,-0.4,-1.8,-0.1,0.10999999999999939,-0.12333333333333345,0.27,-0.27233333333333315,-0.666666666666666,0.08
1990-05-01,0.08,0.16,-0.06,-0.348,1.2,0.08,0.04,0.21,-0.1,-0.28,0.01,0.12,0.31,0.38,-0.385,-0.143,-0.289,0.2,-0.4,-1.8,0.06666666666666608,-0.07333333333333346,0.12333333333333334,-0.29199999999999987,0.3333333333333339,-0.08
1990-06-01,-0.08,-0.04,-0.05,-0.568,0.3,0.08,0.08,0.04,0.16,-0.1,-0.28,-0.06,0.12,0.31,-0.348,-0.385,-0.143,1.2,0.2,-0.4,0.02666666666666607,0.006666666666666554,0.003333333333333332,-0.4336666666666665,0.5666666666666672,0.09
1990-07-01,0.09,0.01,0.02,-0.246,0.5,-0.08,0.08,0.08,-0.04,0.16,-0.1,-0.05,-0.06,0.12,-0.568,-0.348,-0.385,0.3,1.2,0.2,0.029999999999999406,0.043333333333333224,-0.03,-0.38733333333333314,0.6666666666666673,0.22
1990-08-01,0.22,0.11,0.13,-0.392,-0.2,0.09,-0.08,0.08,0.01,-0.04,0.16,0.02,-0.05,-0.06,-0.246,-0.568,-0.348,0.5,0.3,1.2,0.07666666666666606,0.02666666666666655,0.03333333333333333,-0.40199999999999986,0.2000000000000006,0.22
1990-09-01,0.22,0.12,0.22,-0.183,-0.7,0.22,0.09,-0.08,0.11,0.01,-0.04,0.13,0.02,-0.05,-0.392,-0.246,-0.568,-0.2,0.5,0.3,0.17666666666666608,0.07999999999999989,0.12333333333333334,-0.2736666666666665,-0.13333333333333272,0.21
1990-10-01,0.21,-0.14,0.39,-0.345,0.3,0.22,0.22,0.09,0.12,0.11,0.01,0.22,0.13,0.02,-0.183,-0.392,-0.246,-0.7,-0.2,0.5,0.2166666666666661,0.029999999999999877,0.24666666666666667,-0.3066666666666665,-0.19999999999999937,0.1
1990-11-01,0.1,-0.2,0.5,-0.094,-0.5,0.21,0.22,0.22,-0.14,0.12,0.11,0.39,0.22,0.13,-0.345,-0.183,-0.392,0.3,-0.7,-0.2,0.17666666666666608,-0.07333333333333346,0.36999999999999994,-0.20733333333333318,-0.2999999999999994,0.35
1990-12-01,0.35,-0.08,0.65,0.003,-0.2,0.1,0.21,0.22,-0.2,-0.14,0.12,0.5,0.39,0.22,-0.094,-0.345,-0.183,-0.5,0.3,-0.7,0.21999999999999942,-0.14000000000000012,0.5133333333333333,-0.14533333333333318,-0.13333333333333272,0.49
1991-01-01,0.49,0.13,0.58,0.065,0.6,0.35,0.1,0.21,-0.08,-0.2,-0.14,0.65,0.5,0.39,0.003,-0.094,-0.345,-0.2,-0.5,0.3,0.31333333333333274,-0.05000000000000012,0.5766666666666667,-0.008666666666666517,-0.033333333333332736,0.32
1991-02-01,0.32,0.0,0.54,-0.097,0.3,0.49,0.35,0.1,0.13,-0.08,-0.2,0.58,0.65,0.5,0.065,0.003,-0.094,0.6,-0.2,-0.5,0.3866666666666661,0.016666666666666552,0.59,-0.009666666666666518,0.23333333333333392,0.03
1991-03-01,0.03,-0.16,0.34,-0.037,-0.7,0.32,0.49,0.35,0.0,0.13,-0.08,0.54,0.58,0.65,-0.097,0.065,0.003,0.3,0.6,-0.2,0.2799999999999994,-0.010000000000000111,0.48666666666666664,-0.022999999999999854,0.06666666666666725,0.19
1991-04-01,0.19,-0.05,0.34,0.289,-0.6,0.03,0.32,0.49,-0.16,0.0,0.13,0.34,0.54,0.58,-0.037,-0.097,0.065,-0.7,0.3,0.6,0.1799999999999994,-0.07000000000000012,0.40666666666666673,0.051666666666666805,-0.3333333333333327,0.26
1991-05-01,0.26,0.24,0.46,0.379,-1.0,0.19,0.03,0.32,-0.05,-0.16,0.0,0.34,0.34,0.54,0.289,-0.037,-0.097,-0.6,-0.7,0.3,0.15999999999999942,0.009999999999999879,0.38000000000000006,0.21033333333333348,-0.766666666666666,0.52
1991-06-01,0.52,0.68,0.38,0.263,-0.1,0.26,0.19,0.03,0.24,-0.05,-0.16,0.46,0.34,0.34,0.379,0.289,-0.037,-1.0,-0.6,-0.7,0.32333333333333275,0.28999999999999987,0.3933333333333333,0.31033333333333346,-0.5666666666666661,0.76
1991-07-01,0.76,0.83,0.45,0.27,0.0,0.52,0.26,0.19,0.68,0.24,-0.05,0.38,0.46,0.34,0.263,0.379,0.289,-0.1,-1.0,-0.6,0.5133333333333328,0.5833333333333331,0.43,0.30400000000000016,-0.3666666666666661,0.68
1991-08-01,0.68,0.51,0.47,0.058,-0.4,0.76,0.52,0.26,0.83,0.68,0.24,0.45,0.38,0.46,0.27,0.263,0.379,0.0,-0.1,-1.0,0.6533333333333328,0.6733333333333332,0.43333333333333335,0.19700000000000017,-0.16666666666666607,0.42
1991-09-01,0.42,0.36,0.33,0.099,-1.5,0.68,0.76,0.52,0.51,0.83,0.68,0.47,0.45,0.38,0.058,0.27,0.263,-0.4,0.0,-0.1,0.6199999999999994,0.5666666666666665,0.4166666666666667,0.1423333333333335,-0.6333333333333327,0.86
1991-10-01,0.86,0.61,0.7,-0.03,-1.0,0.42,0.68,0.76,0.36,0.51,0.83,0.33,0.47,0.45,0.099,0.058,0.27,-1.5,-0.4,0.0,0.6533333333333328,0.4933333333333332,0.5,0.04233333333333348,-0.966666666666666,1.2
1991-11-01,1.2,0.95,0.69,0.04,-0.7,0.86,0.42,0.68,0.61,0.36,0.51,0.7,0.33,0.47,-0.03,0.099,0.058,-1.0,-1.5,-0.4,0.8266666666666659,0.6399999999999998,0.5733333333333334,0.03633333333333349,-1.0666666666666662,1.69
1991-12-01,1.69,1.25,0.81,0.084,-1.8,1.2,0.86,0.42,0.95,0.61,0.36,0.69,0.7,0.33,0.04,-0.03,0.099,-0.7,-1.0,-1.5,1.2499999999999993,0.9366666666666665,0.7333333333333334,0.031333333333333484,-1.166666666666666,1.84
1992-01-01,1.84,1.37,0.62,-0.321,-2.9,1.69,1.2,0.86,1.25,0.95,0.61,0.81,0.69,0.7,0.084,0.04,-0.03,-1.8,-0.7,-1.0,1.5766666666666662,1.1899999999999997,0.7066666666666667,-0.06566666666666653,-1.7999999999999996,1.78
1992-02-01,1.78,1.27,0.89,-0.389,-0.9,1.84,1.69,1.2,1.37,1.25,0.95,0.62,0.81,0.69,-0.321,0.084,0.04,-2.9,-1.8,-0.7,1.7699999999999994,1.2966666666666666,0.7733333333333334,-0.20866666666666653,-1.866666666666666,1.38
1992-03-01,1.38,1.05,0.64,-0.671,-2.0,1.78,1.84,1.69,1.27,1.37,1.25,0.89,0.62,0.81,-0.389,-0.321,0.084,-0.9,-2.9,-1.8,1.666666666666666,1.2299999999999998,0.7166666666666667,-0.4603333333333332,-1.9333333333333327,1.2
1992-04-01,1.2,1.17,0.46,-0.553,-1.0,1.38,1.78,1.84,1.05,1.27,1.37,0.64,0.89,0.62,-0.671,-0.389,-0.321,-2.0,-0.9,-2.9,1.4533333333333325,1.163333333333333,0.6633333333333333,-0.5376666666666665,-1.2999999999999994,1.04
1992-05-01,1.04,1.19,0.31,-0.549,0.3,1.2,1.38,1.78,1.17,1.05,1.27,0.46,0.64,0.89,-0.553,-0.671,-0.389,-1.0,-2.0,-0.9,1.2066666666666659,1.1366666666666665,0.47000000000000003,-0.5909999999999999,-0.8999999999999995,0.58
1992-06-01,0.58,0.55,0.27,-0.861,-0.6,1.04,1.2,1.38,1.19,1.17,1.05,0.31,0.46,0.64,-0.549,-0.553,-0.671,0.3,-1.0,-2.0,0.9399999999999995,0.9699999999999999,0.3466666666666667,-0.6543333333333332,-0.43333333333333274,0.22
1992-07-01,0.22,-0.06,0.31,-0.479,-0.6,0.58,1.04,1.2,0.55,1.19,1.17,0.27,0.31,0.46,-0.861,-0.549,-0.553,-0.6,0.3,-1.0,0.6133333333333327,0.5599999999999998,0.2966666666666667,-0.6296666666666666,-0.29999999999999943,0.05
1992-08-01,0.05,-0.08,0.14,-0.768,0.4,0.22,0.58,1.04,-0.06,0.55,1.19,0.31,0.27,0.31,-0.479,-0.861,-0.549,-0.6,-0.6,0.3,0.2833333333333327,0.13666666666666652,0.24,-0.7026666666666666,-0.26666666666666605,-0.06
1992-09-01,-0.06,-0.07,0.1,-0.833,0.1,0.05,0.22,0.58,-0.08,-0.06,0.55,0.14,0.31,0.27,-0.768,-0.479,-0.861,0.4,-0.6,-0.6,0.06999999999999941,-0.07000000000000016,0.18333333333333335,-0.6933333333333332,-0.033333333333332764,-0.3
1992-10-01,-0.3,-0.34,-0.0,-0.627,-1.4,-0.06,0.05,0.22,-0.07,-0.08,-0.06,0.1,0.14,0.31,-0.833,-0.768,-0.479,0.1,0.4,-0.6,-0.1033333333333339,-0.1633333333333335,0.08,-0.7426666666666665,-0.29999999999999943,-0.28
1992-11-01,-0.28,-0.46,-0.01,-0.399,-0.7,-0.3,-0.06,0.05,-0.34,-0.07,-0.08,-0.0,0.1,0.14,-0.627,-0.833,-0.768,-1.4,0.1,0.4,-0.21333333333333393,-0.2900000000000002,0.030000000000000002,-0.6196666666666665,-0.6666666666666661,-0.15
1992-12-01,-0.15,-0.36,0.07,-0.317,-0.6,-0.28,-0.3,-0.06,-0.46,-0.34,-0.07,-0.01,-0.0,0.1,-0.399,-0.627,-0.833,-0.7,-1.4,0.1,-0.24333333333333396,-0.3866666666666669,0.020000000000000004,-0.4476666666666665,-0.8999999999999995,0.14
1993-01-01,0.14,-0.11,0.22,-0.196,-0.9,-0.15,-0.28,-0.3,-0.36,-0.46,-0.34,0.07,-0.01,-0.0,-0.317,-0.399,-0.627,-0.6,-0.7,-1.4,-0.09666666666666728,-0.31000000000000016,0.09333333333333334,-0.3039999999999999,-0.7333333333333328,0.41
1993-02-01,0.41,0.39,0.1,0.035,-0.7,0.14,-0.15,-0.28,-0.11,-0.36,-0.46,0.22,0.07,-0.01,-0.196,-0.317,-0.399,-0.9,-0.6,-0.7,0.13333333333333275,-0.0266666666666668,0.13,-0.1593333333333332,-0.7333333333333328,0.39
1993-03-01,0.39,0.4,0.05,-0.295,-0.5,0.41,0.14,-0.15,0.39,-0.11,-0.36,0.1,0.22,0.07,0.035,-0.196,-0.317,-0.7,-0.9,-0.6,0.31333333333333274,0.22666666666666654,0.12333333333333334,-0.15199999999999986,-0.6999999999999994,0.59
1993-04-01,0.59,0.84,0.04,-0.181,-1.2,0.39,0.41,0.14,0.4,0.39,-0.11,0.05,0.1,0.22,-0.295,0.035,-0.196,-0.5,-0.7,-0.9,0.46333333333333276,0.5433333333333331,0.06333333333333332,-0.14699999999999985,-0.7999999999999995,0.78
1993-05-01,0.78,1.07,0.07,-0.027,-0.3,0.59,0.39,0.41,0.84,0.4,0.39,0.04,0.05,0.1,-0.181,-0.295,0.035,-1.2,-0.5,-0.7,0.5866666666666661,0.7699999999999999,0.05333333333333332,-0.16766666666666652,-0.6666666666666662,0.35
1993-06-01,0.35,0.44,0.04,-0.108,-0.8,0.78,0.59,0.39,1.07,0.84,0.4,0.07,0.04,0.05,-0.027,-0.181,-0.295,-0.3,-1.2,-0.5,0.5733333333333328,0.7833333333333332,0.04999999999999999,-0.10533333333333321,-0.7666666666666662,0.23
1993-07-01,0.23,0.24,0.07,-0.152,-0.8,0.35,0.78,0.59,0.44,1.07,0.84,0.04,0.07,0.04,-0.108,-0.027,-0.181,-0.8,-0.3,-1.2,0.45333333333333276,0.5833333333333333,0.05999999999999999,-0.09566666666666652,-0.6333333333333329,0.13
1993-08-01,0.13,0.24,0.13,-0.305,-0.9,0.23,0.35,0.78,0.24,0.44,1.07,0.07,0.04,0.07,-0.152,-0.108,-0.027,-0.8,-0.8,-0.3,0.23666666666666605,0.3066666666666665,0.07999999999999999,-0.18833333333333316,-0.8333333333333329,0.35
1993-09-01,0.35,0.32,0.3,-0.17,-0.7,0.13,0.23,0.35,0.24,0.24,0.44,0.13,0.07,0.04,-0.305,-0.152,-0.108,-0.9,-0.8,-0.8,0.23666666666666605,0.26666666666666655,0.16666666666666666,-0.20899999999999985,-0.7999999999999995,0.06
1993-10-01,0.06,0.13,0.02,-0.156,-1.1,0.35,0.13,0.23,0.32,0.24,0.24,0.3,0.13,0.07,-0.17,-0.305,-0.152,-0.7,-0.9,-0.8,0.1799999999999994,0.22999999999999984,0.15,-0.21033333333333318,-0.8999999999999995,0.0
1993-11-01,0.0,-0.01,0.09,-0.149,-0.1,0.06,0.35,0.13,0.13,0.32,0.24,0.02,0.3,0.13,-0.156,-0.17,-0.305,-1.1,-0.7,-0.9,0.13666666666666608,0.14666666666666653,0.13666666666666663,-0.15833333333333321,-0.633333333333333,0.16
1993-12-01,0.16,0.09,0.18,-0.206,0.2,0.0,0.06,0.35,-0.01,0.13,0.32,0.09,0.02,0.3,-0.149,-0.156,-0.17,-0.1,-1.1,-0.7,0.07333333333333274,0.06999999999999985,0.09666666666666664,-0.1703333333333332,-0.3333333333333329,0.1
1994-01-01,0.1,0.2,0.11,0.025,-0.1,0.16,0.0,0.06,0.09,-0.01,0.13,0.18,0.09,0.02,-0.206,-0.149,-0.156,0.2,-0.1,-1.1,0.08666666666666607,0.0933333333333332,0.12666666666666662,-0.10999999999999986,4.440892098500626e-16,0.06
1994-02-01,0.06,-0.08,-0.06,-0.146,0.3,0.1,0.16,0.0,0.2,0.09,-0.01,0.11,0.18,0.09,0.025,-0.206,-0.149,-0.1,0.2,-0.1,0.10666666666666608,0.06999999999999985,0.07666666666666665,-0.10899999999999987,0.13333333333333378,0.11
1994-03-01,0.11,-0.35,0.05,0.202,-0.7,0.06,0.1,0.16,-0.08,0.2,0.09,-0.06,0.11,0.18,-0.146,0.025,-0.206,0.3,-0.1,0.2,0.08999999999999941,-0.07666666666666681,0.03333333333333332,0.027000000000000135,-0.1666666666666662,0.26
1994-04-01,0.26,-0.38,0.11,0.351,-1.3,0.11,0.06,0.1,-0.35,-0.08,0.2,0.05,-0.06,0.11,0.202,-0.146,0.025,-0.7,0.3,-0.1,0.14333333333333276,-0.2700000000000002,0.03333333333333332,0.1356666666666668,-0.5666666666666662,0.31
1994-05-01,0.31,-0.1,0.23,0.544,-0.7,0.26,0.11,0.06,-0.38,-0.35,-0.08,0.11,0.05,-0.06,0.351,0.202,-0.146,-1.3,-0.7,0.3,0.2266666666666661,-0.27666666666666684,0.12999999999999998,0.3656666666666668,-0.8999999999999995,0.32
1994-06-01,0.32,-0.06,0.26,0.433,-0.4,0.31,0.26,0.11,-0.1,-0.38,-0.35,0.23,0.11,0.05,0.544,0.351,0.202,-0.7,-1.3,-0.7,0.29666666666666613,-0.18000000000000016,0.19999999999999998,0.44266666666666676,-0.7999999999999995,0.24
1994-07-01,0.24,-0.28,0.5,0.557,-1.3,0.32,0.31,0.26,-0.06,-0.1,-0.38,0.26,0.23,0.11,0.433,0.544,0.351,-0.4,-0.7,-1.3,0.2899999999999994,-0.14666666666666683,0.33,0.5113333333333335,-0.7999999999999995,0.53
1994-08-01,0.53,-0.26,0.71,0.811,-1.2,0.24,0.32,0.31,-0.28,-0.06,-0.1,0.5,0.26,0.23,0.557,0.433,0.544,-1.3,-0.4,-0.7,0.3633333333333328,-0.20000000000000018,0.49,0.6003333333333335,-0.9666666666666662,0.48
1994-09-01,0.48,-0.05,0.54,0.529,-1.6,0.53,0.24,0.32,-0.26,-0.28,-0.06,0.71,0.5,0.26,0.811,0.557,0.433,-1.2,-1.3,-0.4,0.4166666666666661,-0.19666666666666685,0.5833333333333334,0.6323333333333335,-1.3666666666666663,0.75
1994-10-01,0.75,0.52,0.69,0.707,-1.1,0.48,0.53,0.24,-0.05,-0.26,-0.28,0.54,0.71,0.5,0.529,0.811,0.557,-1.6,-1.2,-1.3,0.5866666666666661,0.06999999999999984,0.6466666666666666,0.6823333333333336,-1.2999999999999996,1.11
1994-11-01,1.11,0.89,0.75,0.287,-0.6,0.75,0.48,0.53,0.52,-0.05,-0.26,0.69,0.54,0.71,0.707,0.529,0.811,-1.1,-1.6,-1.2,0.7799999999999994,0.45333333333333314,0.66,0.5076666666666668,-1.0999999999999994,1.25
1994-12-01,1.25,0.82,0.92,0.263,-1.2,1.11,0.75,0.48,0.89,0.52,-0.05,0.75,0.69,0.54,0.287,0.707,0.529,-0.6,-1.1,-1.6,1.0366666666666662,0.7433333333333332,0.7866666666666666,0.4190000000000001,-0.9666666666666662,1.02
1995-01-01,1.02,0.77,0.72,0.14,-0.4,1.25,1.11,0.75,0.82,0.89,0.52,0.92,0.75,0.69,0.263,0.287,0.707,-1.2,-0.6,-1.1,1.126666666666666,0.8266666666666665,0.7966666666666667,0.23000000000000012,-0.733333333333333,0.73
1995-02-01,0.73,0.45,0.71,0.164,-0.1,1.02,1.25,1.11,0.77,0.82,0.89,0.72,0.92,0.75,0.14,0.263,0.287,-0.4,-1.2,-0.6,0.9999999999999994,0.6799999999999998,0.7833333333333333,0.18900000000000017,-0.5666666666666662,0.46
1995-03-01,0.46,-0.03,0.71,-0.05,0.8,0.73,1.02,1.25,0.45,0.77,0.82,0.71,0.72,0.92,0.164,0.14,0.263,-0.1,-0.4,-1.2,0.736666666666666,0.3966666666666665,0.7133333333333334,0.08466666666666682,0.10000000000000038,0.28
1995-04-01,0.28,-0.4,0.52,-0.221,-0.7,0.46,0.73,1.02,-0.03,0.45,0.77,0.71,0.71,0.72,-0.05,0.164,0.14,0.8,-0.1,-0.4,0.4899999999999994,0.006666666666666525,0.6466666666666666,-0.03566666666666651,4.070817756958907e-16,-0.11
1995-05-01,-0.11,-0.72,0.39,-0.251,-0.4,0.28,0.46,0.73,-0.4,-0.03,0.45,0.52,0.71,0.71,-0.221,-0.05,0.164,-0.7,0.8,-0.1,0.2099999999999994,-0.38333333333333347,0.5399999999999999,-0.17399999999999985,-0.0999999999999996,-0.14
1995-06-01,-0.14,-0.55,0.21,-0.078,0.1,-0.11,0.28,0.46,-0.72,-0.4,-0.03,0.39,0.52,0.71,-0.251,-0.221,-0.05,-0.4,-0.7,0.8,0.009999999999999417,-0.5566666666666668,0.37333333333333335,-0.18333333333333315,-0.3333333333333329,-0.21
1995-07-01,-0.21,-0.44,0.03,-0.169,0.4,-0.14,-0.11,0.28,-0.55,-0.72,-0.4,0.21,0.39,0.52,-0.078,-0.251,-0.221,0.1,-0.4,-0.7,-0.1533333333333339,-0.5700000000000002,0.21,-0.16599999999999984,0.033333333333333694,-0.63
1995-08-01,-0.63,-0.9,-0.14,-0.144,0.3,-0.21,-0.14,-0.11,-0.44,-0.55,-0.72,0.03,0.21,0.39,-0.169,-0.078,-0.251,0.4,0.1,-0.4,-0.32666666666666727,-0.6300000000000002,0.033333333333333326,-0.1303333333333332,0.26666666666666705,-0.84
1995-09-01,-0.84,-1.04,-0.35,-0.18,0.3,-0.63,-0.21,-0.14,-0.9,-0.44,-0.55,-0.14,0.03,0.21,-0.144,-0.169,-0.078,0.3,0.4,0.1,-0.5600000000000006,-0.7933333333333336,-0.15333333333333332,-0.1643333333333332,0.3333333333333337,-0.88
1995-10-01,-0.88,-1.0,-0.45,-0.367,0.0,-0.84,-0.63,-0.21,-1.04,-0.9,-0.44,-0.35,-0.14,0.03,-0.18,-0.144,-0.169,0.3,0.3,0.4,-0.783333333333334,-0.9800000000000001,-0.3133333333333333,-0.2303333333333332,0.20000000000000037,-1.1
1995-11-01,-1.1,-1.07,-0.59,-0.294,0.0,-0.88,-0.84,-0.63,-1.0,-1.04,-0.9,-0.45,-0.35,-0.14,-0.367,-0.18,-0.144,0.0,0.3,0.3,-0.9400000000000007,-1.0366666666666668,-0.4633333333333334,-0.28033333333333316,0.10000000000000037,-0.95
1995-12-01,-0.95,-0.98,-0.5,0.09,-0.5,-1.1,-0.88,-0.84,-1.07,-1.0,-1.04,-0.59,-0.45,-0.35,-0.294,-0.367,-0.18,0.0,0.0,0.3,-0.9766666666666673,-1.0166666666666668,-0.5133333333333333,-0.19033333333333322,-0.1666666666666663,-0.86
1996-01-01,-0.86,-0.81,-0.47,-0.021,1.0,-0.95,-1.1,-0.88,-0.98,-1.07,-1.0,-0.5,-0.59,-0.45,0.09,-0.294,-0.367,-0.5,0.0,0.0,-0.9700000000000006,-0.9533333333333336,-0.52,-0.07499999999999986,0.16666666666666705,-0.86
1996-02-01,-0.86,-0.67,-0.52,-0.033,0.3,-0.86,-0.95,-1.1,-0.81,-0.98,-1.07,-0.47,-0.5,-0.59,-0.021,0.09,-0.294,1.0,-0.5,0.0,-0.8900000000000006,-0.8200000000000002,-0.49666666666666676,0.012000000000000127,0.26666666666666705,-0.61
1996-03-01,-0.61,-0.53,-0.4,-0.085,1.1,-0.86,-0.86,-0.95,-0.67,-0.81,-0.98,-0.52,-0.47,-0.5,-0.033,-0.021,0.09,0.3,1.0,-0.5,-0.7766666666666673,-0.6700000000000003,-0.4633333333333334,-0.046333333333333206,0.8000000000000004,-0.47
1996-04-01,-0.47,-0.83,-0.46,-0.369,0.8,-0.61,-0.86,-0.86,-0.53,-0.67,-0.81,-0.4,-0.52,-0.47,-0.085,-0.033,-0.021,1.1,0.3,1.0,-0.6466666666666674,-0.6766666666666667,-0.46,-0.1623333333333332,0.7333333333333337,-0.38
1996-05-01,-0.38,-0.74,-0.45,-0.266,0.3,-0.47,-0.61,-0.86,-0.83,-0.53,-0.67,-0.46,-0.4,-0.52,-0.369,-0.085,-0.033,0.8,1.1,0.3,-0.4866666666666673,-0.7000000000000002,-0.4366666666666667,-0.23999999999999988,0.7333333333333337,-0.44
1996-06-01,-0.44,-0.76,-0.48,-0.394,1.2,-0.38,-0.47,-0.61,-0.74,-0.83,-0.53,-0.45,-0.46,-0.4,-0.266,-0.369,-0.085,0.3,0.8,1.1,-0.43000000000000066,-0.7766666666666667,-0.4633333333333334,-0.3429999999999998,0.766666666666667,-0.44
1996-07-01,-0.44,-0.64,-0.45,-0.643,0.7,-0.44,-0.38,-0.47,-0.76,-0.74,-0.83,-0.48,-0.45,-0.46,-0.394,-0.266,-0.369,1.2,0.3,0.8,-0.42000000000000065,-0.7133333333333335,-0.46,-0.4343333333333332,0.7333333333333337,-0.22
1996-08-01,-0.22,-0.42,-0.32,-0.681,0.7,-0.44,-0.44,-0.38,-0.64,-0.76,-0.74,-0.45,-0.48,-0.45,-0.643,-0.394,-0.266,0.7,1.2,0.3,-0.36666666666666736,-0.6066666666666668,-0.4166666666666667,-0.5726666666666665,0.866666666666667,-0.45
1996-09-01,-0.45,-0.5,-0.37,-0.712,0.6,-0.22,-0.44,-0.44,-0.42,-0.64,-0.76,-0.32,-0.45,-0.48,-0.681,-0.643,-0.394,0.7,0.7,1.2,-0.3700000000000007,-0.5200000000000001,-0.38000000000000006,-0.6786666666666665,0.666666666666667,-0.44
1996-10-01,-0.44,-0.59,-0.31,-1.108,0.6,-0.45,-0.22,-0.44,-0.5,-0.42,-0.64,-0.37,-0.32,-0.45,-0.712,-0.681,-0.643,0.6,0.7,0.7,-0.3700000000000007,-0.5033333333333334,-0.3333333333333334,-0.8336666666666664,0.6333333333333336,-0.41
